put video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb  8 03:04:00.171965 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 10 03:30:43.770598 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 10 03:30:48.471323 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 12 03:06:24.671630 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 12 03:06:29.371973 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:06:39.572893 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:06:44.670710 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:15:21.672278 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:15:24.471948 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:16:51.274177 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:16:55.672638 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:19:39.273973 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:19:48.274030 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:23:30.071072 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 13 07:24:20.271427 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:06:38.171115 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:06:43.172893 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:15:20.270474 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:15:23.071700 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:16:49.871593 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:16:54.271570 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:19:37.871360 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:19:46.870809 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:23:28.576314 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 02:24:18.871323 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 03:03:41.772647 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 14 03:04:31.370545 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 15 07:13:48.170290 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 15 07:13:56.972095 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 15 07:16:13.072023 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 15 07:16:17.970695 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 15 07:22:56.270988 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 15 07:23:32.973596 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:13:46.770938 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:13:55.571418 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:16:11.672950 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:16:16.571507 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:20:18.971805 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:20:20.073802 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:22:54.872189 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 16 02:23:31.670492 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:04:20.472751 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:04:32.170668 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:05:42.271340 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:05:53.771317 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:07:10.671007 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:07:22.472642 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:09:28.572481 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:09:35.072824 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:18:24.670829 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 07:18:32.075402 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 19 10:31:36.355041 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 19 10:57:20.896992 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 19 10:57:21.552771 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 19 11:04:00.289775 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 19 11:04:00.371380 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 19 11:04:00.721382 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 19 11:11:42.732449 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 19 11:11:43.028351 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 19 11:11:43.352583 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 20 02:04:18.773041 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:04:30.473332 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:05:40.570532 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:05:52.071428 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:07:08.971480 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:07:20.771566 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:09:26.874470 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:09:33.372771 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:18:22.972000 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 20 02:18:30.471037 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 21 07:12:33.170965 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 21 07:12:59.172958 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 21 16:49:41.500685 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 21 16:49:41.675389 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 21 16:49:42.066391 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 22 02:12:31.871666 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 22 02:12:57.873997 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 22 06:14:56.373457 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 22 06:14:57.371857 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 22 07:20:15.974422 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 22 07:20:42.570963 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 23 01:08:55.372653 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 23 01:08:57.173467 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 23 02:20:16.371537 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 23 02:20:42.874816 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 23 17:14:51.856568 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 23 17:14:52.040072 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 23 17:15:58.140075 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Feb 23 17:15:58.704015 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Feb 24 01:05:37.971602 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 24 01:05:40.771679 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 24 01:17:46.773920 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 24 01:17:52.774438 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 24 03:03:12.771524 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 24 03:04:02.174522 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Feb 27 01:09:57.873222 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
