-----------Freespace (df -lh)---------------------------
Filesystem                   Size  Used Avail Use% Mounted on
/dev/mapper/vg_main-lv_root   33G  5.4G   26G  18% /
devtmpfs                      94G     0   94G   0% /dev
tmpfs                         94G   52K   94G   1% /dev/shm
tmpfs                         94G     0   94G   0% /sys/fs/cgroup
tmpfs                         94G 1019M   93G   2% /run
/dev/sda1                    488M  314M  139M  70% /boot
/dev/mapper/vg_main-lv_opt    33G  3.1G   28G  10% /opt
/dev/mapper/vg_main-lv_var   110G  1.7G  102G   2% /var

-----------process running (top -n -1 -b)---------------------------
top - 11:37:46 up 17 days,  1:31,  0 users,  load average: 55.55, 48.30, 48.77
Tasks: 923 total,   2 running, 921 sleeping,   0 stopped,   0 zombie
%Cpu(s): 54.2 us,  4.9 sy,  0.1 ni, 40.4 id,  0.0 wa,  0.0 hi,  0.4 si,  0.0 st
KiB Mem : 19651568+total, 15327406+free, 40134556 used,  3107052 buff/cache
KiB Swap:        0 total,        0 free,        0 used. 15460832+avail Mem 

   PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
  3513 rabbitmq  20   0   49.9g 196420   4736 S   0.0  0.1   1295:10 beam.smp
  3514 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3521 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3524 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/7+
  3533 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3541 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
  3547 ericsson  20   0 1316096  43908   5856 S   0.0  0.0  57:05.44 envivio-s+
  3554 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3684 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
  3717 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
  3772 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
  3797 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
  3804 root      20   0   11296   5016   2076 S   0.0  0.0  67:49.24 lserv
  3826 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
  3838 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
  3851 root       0 -20       0      0      0 S   0.0  0.0   0:00.05 kworker/2+
  3888 root      20   0  113284   1424   1220 S   0.0  0.0   0:00.00 bash
  3895 root      20   0  517552  43392   7068 S   0.0  0.0  25:05.37 ericsson-+
  4969 rabbitmq  20   0    4356    532    444 S   0.0  0.0   0:52.76 erl_child+
  4974 mongod    20   0 1823752 192956  14040 S   0.0  0.1 486:05.44 mongod
  5193 root      20   0   89804   2220   1180 S   0.0  0.0   0:06.88 master
  5195 postfix   20   0   89976   4096   3084 S   0.0  0.0   0:02.66 qmgr
  5276 root      20   0       0      0      0 S   0.0  0.0   0:00.20 kworker/6+
  5313 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/5+
  5322 ericsson  20   0  562708  42648   4896 S   0.0  0.0   0:00.91 uwsgi
  5327 ericsson  20   0  562708  42604   4852 S   0.0  0.0   0:00.94 uwsgi
  5332 ericsson  20   0  561160  41368   5028 S   0.0  0.0   0:02.18 uwsgi
  5334 ericsson  20   0  561160  41376   5036 S   0.0  0.0   0:01.67 uwsgi
  5342 ericsson  20   0  562684  42576   5064 S   0.0  0.0   0:02.98 uwsgi
  5347 ericsson  20   0  562684  42576   5072 S   0.0  0.0   0:03.94 uwsgi
  5352 ericsson  20   0  564732  44584   5024 S   0.0  0.0   0:05.61 uwsgi
  5357 ericsson  20   0  567160  47320   5172 S   0.0  0.0   0:57.33 uwsgi
  5358 ericsson  20   0  564732  44864   5172 S   0.0  0.0   0:09.41 uwsgi
  5367 ericsson  20   0  566648  46744   5140 S   0.0  0.0   0:35.02 uwsgi
  5372 ericsson  20   0  276340  29436    676 S   0.0  0.0   0:17.69 uwsgi
  5389 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
  5390 root       0 -20       0      0      0 S   0.0  0.0   0:00.05 kworker/3+
  5439 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
  5440 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
  5473 root       0 -20       0      0      0 S   0.0  0.0   0:00.04 kworker/7+
  5493 ericsson  20   0  430756  31876   2648 S   0.0  0.0   7:51.07 automatio+
  5494 ericsson  20   0  870696  79020   5556 S   0.0  0.0 147:12.64 uwsgi
  5504 ericsson  20   0 1092572  80452   5584 S   0.0  0.0 278:26.64 uwsgi
  5509 ericsson  20   0 1092680  79996   5572 S   0.0  0.0 273:52.53 uwsgi
  5519 ericsson  20   0 1096460  83824   5636 S   0.0  0.0 271:59.53 uwsgi
  5524 ericsson  20   0 1097332  84784   5684 S   0.0  0.0 264:21.65 uwsgi
  5529 ericsson  20   0 1095792  83472   5684 S   0.0  0.0 274:47.33 uwsgi
  5548 ericsson  20   0  367152  62644    760 S   0.0  0.0   0:04.79 uwsgi
  5635 rabbitmq  20   0   50868   2676    296 S   0.0  0.0   0:37.36 epmd
  5672 root      20   0       0      0      0 S   0.0  0.0   0:06.15 kworker/4+
  5862 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  5928 rabbitmq  20   0   11592    460    356 S   0.0  0.0   0:01.83 inet_geth+
  5931 rabbitmq  20   0   43616   1268    956 S   0.0  0.0   0:06.49 inet_geth+
  6186 root      20   0  110208    860    732 S   0.0  0.0   0:00.01 agetty
  6348 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  6357 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
  6380 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
  6546 ericsson  20   0  629132  90148   3408 S   0.0  0.0  16:29.91 celery
  6714 ericsson  20   0  292976  45940   1528 S   0.0  0.0   0:00.00 celery
  6731 ericsson  20   0  292980  45956   1544 S   0.0  0.0   0:00.00 celery
  6739 ericsson  20   0  292984  45968   1556 S   0.0  0.0   0:00.00 celery
  6740 ericsson  20   0  292988  45964   1552 S   0.0  0.0   0:00.00 celery
  6741 ericsson  20   0  292992  45964   1552 S   0.0  0.0   0:00.00 celery
  6746 ericsson  20   0  292996  45956   1544 S   0.0  0.0   0:00.00 celery
  6747 ericsson  20   0  293000  45960   1548 S   0.0  0.0   0:00.00 celery
  6748 ericsson  20   0  293004  45968   1556 S   0.0  0.0   0:00.00 celery
  9661 root      20   0       0      0      0 S   0.0  0.0   0:01.56 kworker/8+
  9986 root      20   0       0      0      0 S   0.0  0.0   0:04.00 kworker/3+
 10376 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/2+
 10385 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
 10738 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
 12592 root      20   0       0      0      0 S   0.0  0.0   0:01.41 kworker/1+
 13422 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
 13905 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 13996 root       0 -20       0      0      0 S   0.0  0.0   0:00.05 kworker/4+
 14294 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 14312 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
 14371 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
 14605 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 14850 root       0 -20       0      0      0 S   0.0  0.0   0:00.04 kworker/9+
 14855 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
 15097 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 15115 root       0 -20       0      0      0 S   0.0  0.0   0:00.02 kworker/2+
 15127 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
 15225 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
 15362 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/6+
 15624 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
 15913 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
 16135 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 16154 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 16397 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 16402 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/5+
 16658 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
 16810 root      20   0       0      0      0 S   0.0  0.0   0:05.15 kworker/7+
 17412 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/2+
 17417 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
 17661 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
 17894 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/6+
 18401 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
 18414 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/7+
 18611 root      20   0       0      0      0 S   0.0  0.0   0:04.59 kworker/2+
 19048 root      20   0       0      0      0 S   0.0  0.0   0:00.56 kworker/6+
 20386 root       0 -20       0      0      0 S   0.0  0.0   0:00.02 kworker/6+
 21150 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/6+
 22150 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/7+
 23661 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
 25014 root      20   0       0      0      0 S   0.0  0.0   0:03.35 kworker/6+
 26846 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
 27695 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
 29590 root      20   0       0      0      0 S   0.0  0.0   0:04.51 kworker/4+
 30182 root      20   0       0      0      0 S   0.0  0.0   0:02.28 kworker/2+
 31110 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
 33653 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
 33758 root      20   0       0      0      0 S   0.0  0.0   0:10.74 kworker/2+
 35139 root      20   0       0      0      0 S   0.0  0.0   0:04.93 kworker/7+
 36136 root      20   0       0      0      0 S   0.0  0.0   0:00.20 kworker/5+
 37116 root      20   0       0      0      0 S   0.0  0.0   0:01.32 kworker/u+
 42138 root      20   0       0      0      0 S   0.0  0.0   0:01.24 kworker/3+
 46163 root      20   0       0      0      0 S   0.0  0.0   0:00.50 kworker/5+
 46335 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
 47400 root      20   0       0      0      0 S   0.0  0.0   1:03.52 kworker/1+
 50971 root      20   0       0      0      0 S   0.0  0.0   0:00.16 kworker/6+
 52189 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
 55771 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
 55846 root      20   0       0      0      0 S   0.0  0.0   0:00.28 kworker/5+
 55979 root      20   0       0      0      0 S   0.0  0.0   0:00.80 kworker/2+
 61351 root      20   0       0      0      0 S   0.0  0.0   2:12.53 kworker/0+
 63791 root      20   0       0      0      0 S   0.0  0.0   0:02.03 kworker/5+
 66748 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
 66883 root      20   0       0      0      0 S   0.0  0.0   0:00.25 kworker/1+
 68123 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
 69320 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 72975 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
 74755 root      20   0       0      0      0 S   0.0  0.0   0:05.31 kworker/8+
 75415 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
 76420 root      20   0       0      0      0 S   0.0  0.0   0:02.62 kworker/8+
 77002 root      20   0       0      0      0 S   0.0  0.0   1:00.16 kworker/8+
 77075 root      20   0       0      0      0 S   0.0  0.0   0:06.40 kworker/9+
 77922 root      20   0       0      0      0 S   0.0  0.0   0:00.22 kworker/2+
 79140 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
 79171 root      20   0       0      0      0 S   0.0  0.0   0:01.41 kworker/7+
 80360 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
 82276 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
 82587 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
 83362 root      20   0       0      0      0 S   0.0  0.0   0:03.40 kworker/3+
 84056 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
 86243 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
 86608 root      20   0       0      0      0 S   0.0  0.0   0:00.46 kworker/6+
 87463 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
 88694 root      20   0       0      0      0 S   0.0  0.0   0:01.39 kworker/3+
 97295 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
 97686 root      20   0       0      0      0 S   0.0  0.0   0:01.98 kworker/9+
 97837 root      20   0       0      0      0 S   0.0  0.0   0:02.02 kworker/7+
 98443 root      20   0       0      0      0 S   0.0  0.0   0:12.70 kworker/5+
 99360 root      20   0       0      0      0 S   0.0  0.0   0:01.83 kworker/7+
 99648 root      20   0       0      0      0 S   0.0  0.0   0:04.59 kworker/2+
 99874 root      20   0       0      0      0 S   0.0  0.0   0:00.81 kworker/4+
104912 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
108726 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
110768 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
113206 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
113593 root      20   0       0      0      0 S   0.0  0.0   0:01.74 kworker/6+
118839 root      20   0       0      0      0 S   0.0  0.0   0:02.32 kworker/5+
118939 root      20   0       0      0      0 S   0.0  0.0   0:05.10 kworker/6+
119300 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
119893 root      20   0       0      0      0 S   0.0  0.0   0:04.61 kworker/9+
124239 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
127894 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
129112 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
130333 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
131552 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
133775 root      20   0       0      0      0 S   0.0  0.0   0:05.58 kworker/1+
134295 root      20   0       0      0      0 S   0.0  0.0   0:00.15 kworker/2+
135274 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
137194 root      20   0       0      0      0 S   0.0  0.0   0:03.02 kworker/9+
142462 root      20   0       0      0      0 S   0.0  0.0   0:01.07 kworker/5+
142822 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
143536 root      20   0       0      0      0 S   0.0  0.0   0:04.63 kworker/3+
146260 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
149578 root      20   0       0      0      0 S   0.0  0.0   0:55.42 kworker/1+
149985 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
153234 root      20   0       0      0      0 S   0.0  0.0   0:02.42 kworker/8+
153641 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
155493 root      20   0       0      0      0 S   0.0  0.0   0:04.73 kworker/5+
159889 root      20   0       0      0      0 S   0.0  0.0   0:00.65 kworker/7+
160895 root      20   0       0      0      0 S   0.0  0.0   0:01.47 kworker/1+
160950 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
163691 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/0+
164648 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/u+
164671 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
164830 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
164835 root      20   0       0      0      0 S   0.0  0.0   0:06.38 kworker/9+
165892 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
170764 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
171114 root      20   0       0      0      0 S   0.0  0.0   0:03.11 kworker/2+
172332 root      20   0       0      0      0 S   0.0  0.0   0:01.04 kworker/2+
172803 ericsson  20   0 1095348  82540   5692 S   0.0  0.0  31:32.09 uwsgi
173456 root      20   0       0      0      0 S   0.0  0.0   0:02.44 kworker/4+
175282 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
175398 root      20   0       0      0      0 S   0.0  0.0   0:00.46 kworker/u+
175653 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
176197 root      20   0       0      0      0 S   0.0  0.0   0:03.92 kworker/3+
177034 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
178396 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
179376 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
180594 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
180754 root      20   0       0      0      0 S   0.0  0.0   0:00.60 kworker/4+
184251 root      20   0       0      0      0 S   0.0  0.0   0:00.05 kworker/1+
185469 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
187498 root      20   0       0      0      0 S   0.0  0.0   0:02.02 kworker/7+
189126 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
189863 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/u+
190346 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
190504 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
193109 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/1+
193714 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
194327 root      20   0       0      0      0 S   0.0  0.0   0:03.83 kworker/5+
195309 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
197748 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
198592 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
198655 root      20   0       0      0      0 S   0.0  0.0   0:05.22 kworker/3+
198970 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
200188 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
200320 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
201032 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
201411 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
202630 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
203593 postfix   20   0   89908   4084   3068 S   0.0  0.0   0:00.01 pickup
205069 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
206415 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
207808 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
208905 root      20   0       0      0      0 S   0.0  0.0   0:08.09 kworker/4+
209791 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
210857 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
211011 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
213450 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
214523 root      20   0       0      0      0 S   0.0  0.0   0:00.64 kworker/6+
216600 apache    20   0  309120   6184   1984 S   0.0  0.0   0:00.00 httpd
216615 apache    20   0  309120   6092   1924 S   0.0  0.0   0:00.00 httpd
216620 apache    20   0  309120   6092   1920 S   0.0  0.0   0:00.00 httpd
216637 apache    20   0   89388  13252   4084 S   0.0  0.0   0:00.11 reportPac+
216642 apache    26   6  182184  15752   4688 S   0.0  0.0   0:00.18 createRep+
216679 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
219638 root      20   0       0      0      0 S   0.0  0.0   0:01.27 kworker/5+
223008 root      20   0       0      0      0 S   0.0  0.0   0:04.71 kworker/4+
228269 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
232751 root      20   0       0      0      0 S   0.0  0.0   0:03.79 kworker/4+
232785 root      20   0       0      0      0 S   0.0  0.0   0:07.31 kworker/3+
233148 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
236810 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
237115 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/4+
238000 root      20   0       0      0      0 S   0.0  0.0   0:00.98 kworker/1+
238094 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
240530 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
240558 root      20   0       0      0      0 S   0.0  0.0   0:02.40 kworker/2+
241750 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
243355 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/5+
245945 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
248627 root      20   0       0      0      0 S   0.0  0.0   0:01.56 kworker/2+
249058 root      20   0       0      0      0 S   0.0  0.0   0:00.46 kworker/1+
251802 apache    20   0  309120   6484   2240 S   0.0  0.0   0:04.06 httpd
251803 apache    20   0  309120   6412   2188 S   0.0  0.0   0:03.63 httpd
251804 apache    20   0  309120   6312   2084 S   0.0  0.0   0:03.66 httpd
251806 apache    20   0  309120   6404   2172 S   0.0  0.0   0:04.09 httpd
251807 apache    20   0  309120   6408   2176 S   0.0  0.0   0:02.86 httpd
251815 apache    20   0  309120   6392   2164 S   0.0  0.0   0:03.39 httpd
252066 apache    20   0  309120   6308   2084 S   0.0  0.0   0:03.50 httpd
252473 root      20   0       0      0      0 S   0.0  0.0   0:02.03 kworker/1+
253507 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
253767 apache    20   0  309120   6312   2084 S   0.0  0.0   0:03.70 httpd
253768 apache    20   0  309120   6396   2164 S   0.0  0.0   0:04.37 httpd
253770 apache    20   0  309120   6308   2084 S   0.0  0.0   0:03.46 httpd
255945 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
256637 root      20   0       0      0      0 S   0.0  0.0   0:02.93 kworker/3+
256811 root      20   0       0      0      0 S   0.0  0.0   0:02.58 kworker/9+
260086 root      20   0       0      0      0 S   0.0  0.0   1:30.90 kworker/7+
260094 root      20   0       0      0      0 S   0.0  0.0   0:02.07 kworker/9+
260462 root      20   0       0      0      0 S   0.0  0.0   0:02.53 kworker/3+
261342 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
265411 root      20   0       0      0      0 S   0.0  0.0   0:04.35 kworker/5+
273607 root      20   0       0      0      0 S   0.0  0.0   0:00.42 kworker/4+
275002 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
277364 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
279259 root      20   0       0      0      0 S   0.0  0.0   0:00.90 kworker/6+
284333 root      20   0       0      0      0 S   0.0  0.0   0:01.94 kworker/4+
287801 root      20   0       0      0      0 S   0.0  0.0   0:00.78 kworker/8+
290301 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
294154 root      20   0       0      0      0 S   0.0  0.0   1:58.78 kworker/8+
295410 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
295655 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
300355 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
302787 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
305317 root      20   0       0      0      0 S   0.0  0.0   0:02.52 kworker/1+
310407 root      20   0       0      0      0 S   0.0  0.0   0:00.37 kworker/1+
311282 root      20   0       0      0      0 S   0.0  0.0   0:05.41 kworker/3+
313332 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
313831 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/3+
317979 root      20   0       0      0      0 S   0.0  0.0   0:02.57 kworker/6+
327423 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kworker/8+

-----------Current physical memory used (free -m)---------------------------
              total        used        free      shared  buff/cache   available
Mem:         191909       39193      149682        1026        3034      150985
Swap:             0           0           0

-----------RAM usage (/proc/meminfo)---------------------------
MemTotal:       196515672 kB
MemFree:        153273992 kB
MemAvailable:   154608244 kB
Buffers:          458040 kB
Cached:          2482024 kB
SwapCached:            0 kB
Active:         31332348 kB
Inactive:        1477584 kB
Active(anon):   30217872 kB
Inactive(anon):   702928 kB
Active(file):    1114476 kB
Inactive(file):   774656 kB
Unevictable:           4 kB
Mlocked:               4 kB
SwapTotal:             0 kB
SwapFree:              0 kB
Dirty:               540 kB
Writeback:             8 kB
AnonPages:      29870512 kB
Mapped:           291564 kB
Shmem:           1050772 kB
Slab:             772520 kB
SReclaimable:     166988 kB
SUnreclaim:       605532 kB
KernelStack:       92784 kB
PageTables:       148628 kB
NFS_Unstable:          0 kB
Bounce:                0 kB
WritebackTmp:          0 kB
CommitLimit:    186689888 kB
Committed_AS:   40906960 kB
VmallocTotal:   34359738367 kB
VmallocUsed:      805276 kB
VmallocChunk:   34258274300 kB
Percpu:            94720 kB
HardwareCorrupted:     0 kB
AnonHugePages:  19673088 kB
CmaTotal:              0 kB
CmaFree:               0 kB
HugePages_Total:       0
HugePages_Free:        0
HugePages_Rsvd:        0
HugePages_Surp:        0
Hugepagesize:       2048 kB
DirectMap4k:      543700 kB
DirectMap2M:    11710464 kB
DirectMap1G:    189792256 kB
