-----------Current process (ps aux)---------------------------
USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          1  0.0  0.0 194056  7192 ?        Ss   Feb27   2:50 /usr/lib/systemd/systemd --switched-root --system --deserialize 22
ericsson   3169  0.4  0.0 174296 12940 ?        Ssl  Feb27 104:28 /bin/redis-server 127.0.0.1:6380
root       3176  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/47:1H]
ericsson   3178  0.1  0.0 727752 41448 ?        Ssl  Feb27  35:48 /opt/ericsson/alarm/bin/python3.7 /opt/ericsson/alarm/bin/ericsson-alarm-collector --conf /opt/ericsson/alarm/etc/alarm-api.ini --logging /opt/ericsson/alarm/etc/alarm-collector-logging.json
root       3183  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/34:1H]
ericsson   3188  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/nmos-sidecar/bin;source activate;./mediakind-nmos-sidecar --logging /opt/ericsson/nmos-sidecar/etc/logging.json --conf /opt/ericsson/nmos-sidecar/etc/nmos-sidecar.ini >> /var/log/ericsson/nmos-sidecar/private/console.log 2>&1
root       3194  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/83:1H]
ericsson   3195  0.0  0.0 489788 35856 ?        Sl   Feb27  16:35 /opt/ericsson/template-api/bin/python3.7 ./envivio-template-api --logging /opt/ericsson/template-api/etc/logging.json --conf /opt/ericsson/template-api/etc/template-api.ini
ericsson   3196  0.0  0.0 562508 57632 ?        Sl   Feb27  20:06 /opt/ericsson/snmp-notification/bin/python3.7 ./ericsson-snmp-notification --conf /opt/ericsson/snmp-notification/etc/snmp-notification.ini --logging /opt/ericsson/snmp-notification/etc/logging.json
ericsson   3197  0.2  0.0 35966260 192924 ?     Sl   Feb27  66:50 /opt/ericsson/flow/bin/python3.7 ./mediakind-flow --logging /opt/ericsson/flow/etc/logging.json --conf /opt/ericsson/flow/etc/flow.ini
ericsson   3199  0.7  0.0 488564 36572 ?        Sl   Feb27 196:33 /opt/ericsson/server-api/bin/python3.7 ./envivio-server-api --logging /opt/ericsson/server-api/etc/logging.json --conf /opt/ericsson/server-api/etc/server-api.ini
ericsson   3203  0.0  0.0 367020 71052 ?        S    Feb27   0:51 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
root       3205  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/67:1H]
ericsson   3207  0.1  0.0 1018416 48032 ?       Ssl  Feb27  45:07 /opt/ericsson/live-sources-config/bin/python3.9 /opt/ericsson/live-sources-config/bin/livesources-config --conf /opt/ericsson/live-sources-config/etc/live-sources-config.ini --logging /opt/ericsson/live-sources-config/etc/logging.json
root       3227  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/82:1H]
root       3231  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/44:1H]
root       3240  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/32:1H]
ericsson   3242  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/encoding-live-ui-connector/bin ; source activate; ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini >> /var/log/ericsson/encoding-live-ui-connector/private/console.log 2>&1
root       3244  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/84:1H]
ericsson   3256  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/interface-discovery/bin; source activate; ./ericsson-interface-discovery --watch /opt/ericsson/interface-discovery/etc/watch.yaml --conf /opt/ericsson/interface-discovery/etc/interface-discovery.ini --logging /opt/ericsson/interface-discovery/etc/logging.json >> /var/log/ericsson/interface-discovery/private/console.log 2>&1
root       3267  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/27:1H]
root       3271  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/30:1H]
ericsson   3272  0.0  0.0 652500 37416 ?        Ssl  Feb27  16:58 /opt/ericsson/internal-pois-resiliency/bin/python3.9 /opt/ericsson/internal-pois-resiliency/bin/pois_resiliency --conf /opt/ericsson/internal-pois-resiliency/etc/internal-pois-resiliency.ini --logging /opt/ericsson/internal-pois-resiliency/etc/logging.json
ericsson   3280  0.0  0.0 5069900 63072 ?       Sl   Feb27  17:20 /opt/ericsson/nmos-sidecar/bin/python3.7 ./mediakind-nmos-sidecar --logging /opt/ericsson/nmos-sidecar/etc/logging.json --conf /opt/ericsson/nmos-sidecar/etc/nmos-sidecar.ini
ericsson   3283  0.0  0.0 878412 56192 ?        Ssl  Feb27  18:23 /opt/ericsson/encoding-live-config/bin/python3.9 /opt/ericsson/encoding-live-config/bin/liveencoder-config --conf /opt/ericsson/encoding-live-config/etc/encoding-live-config.ini --logging /opt/ericsson/encoding-live-config/etc/logging.json
root       3294  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/6:1H]
ericsson   3298  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/esam-proxy/bin;source activate;./ericsson-esam-proxy --logging /opt/ericsson/esam-proxy/etc/logging.json --conf /opt/ericsson/esam-proxy/etc/esam-proxy.ini >> /var/log/ericsson/esam-proxy/private/console.log 2>&1
root       3359  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/18:1H]
ericsson   3361  0.0  0.0 276340 38188 ?        S    Feb27   0:59 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
root       3362  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/81:1H]
root       3371  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/24:1H]
ericsson   3376  1.6  0.0 11326616 119752 ?     Sl   Feb27 395:14 /opt/ericsson/interface-discovery/bin/python3.7 ./ericsson-interface-discovery --watch /opt/ericsson/interface-discovery/etc/watch.yaml --conf /opt/ericsson/interface-discovery/etc/interface-discovery.ini --logging /opt/ericsson/interface-discovery/etc/logging.json
root       3439  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/42:1H]
ericsson   3444  0.0  0.0 638320 36800 ?        Sl   Feb27   8:44 /opt/ericsson/esam-proxy/bin/python3.7 ./ericsson-esam-proxy --logging /opt/ericsson/esam-proxy/etc/logging.json --conf /opt/ericsson/esam-proxy/etc/esam-proxy.ini
root       3446  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/23:1H]
root       3448  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/33:1H]
root       3456  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/45:1H]
root       3471  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/17:1H]
root       3475  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/25:1H]
root       3505  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/43:1H]
root       3510  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/46:1H]
rabbitmq   3513  5.2  0.0 52340784 196420 ?     Ssl  Feb27 1295:10 /usr/lib64/erlang/erts-10.7.2.5/bin/beam.smp -W w -K true -A 1024 -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -- -root /usr/lib64/erlang -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -lager crash_log false -lager handlers [] --
root       3514  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/38:1H]
ericsson   3521  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/server-daemon/bin;source activate;./envivio-server-daemon --logging /opt/ericsson/server-daemon/etc/logging.json --conf /opt/ericsson/server-daemon/etc/server-daemon.ini  >> /var/log/ericsson/server-daemon/private/console.log 2>&1
root       3524  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/75:1H]
root       3533  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/88:1H]
root       3541  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/77:1H]
ericsson   3547  0.2  0.0 1316096 43908 ?       Sl   Feb27  57:05 /opt/ericsson/server-daemon/bin/python3.7 ./envivio-server-daemon --logging /opt/ericsson/server-daemon/etc/logging.json --conf /opt/ericsson/server-daemon/etc/server-daemon.ini
root       3554  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/86:1H]
root       3684  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/93:1H]
root       3717  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/56:1H]
root       3772  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/95:1H]
root       3797  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/72:1H]
root       3804  0.2  0.0  11296  5016 ?        S    Feb27  67:49 /opt/ericsson/license-manager/bin/lserv -s /opt/ericsson/license-manager/licenses/nlservrc -e /opt/ericsson/license-manager/conf/lsreserv -port 5093 -l /var/log/ericsson/license-manager/private/server_stat.log -z 500m -extended-log
root       3826  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/60:1H]
root       3838  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/73:1H]
root       3851  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/2:1H]
root       3888  0.0  0.0 113284  1424 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/license-manager/bin;source activate;./ericsson-license-api --logging /opt/ericsson/license-manager/etc/logging.json --conf /opt/ericsson/license-manager/etc/license-manager.ini >> /dev/null
root       3895  0.1  0.0 517552 43392 ?        Sl   Feb27  25:05 /opt/ericsson/license-manager/bin/python3.7 ./ericsson-license-api --logging /opt/ericsson/license-manager/etc/logging.json --conf /opt/ericsson/license-manager/etc/license-manager.ini
rabbitmq   4969  0.0  0.0   4356   532 ?        Ss   Feb27   0:52 erl_child_setup 65000
mongod     4974  1.9  0.0 1823752 192956 ?      SLl  Feb27 486:05 /usr/bin/mongod -f /etc/mongod.conf
root       5193  0.0  0.0  89804  2220 ?        Ss   Feb27   0:06 /usr/libexec/postfix/master -w
postfix    5195  0.0  0.0  89976  4096 ?        S    Feb27   0:02 qmgr -l -t unix -u
root       5276  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/67:0]
root       5313  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/50:1H]
ericsson   5322  0.0  0.0 562708 42648 ?        Sl   Feb27   0:00 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5327  0.0  0.0 562708 42604 ?        Sl   Feb27   0:00 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5332  0.0  0.0 561160 41368 ?        Sl   Feb27   0:02 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5334  0.0  0.0 561160 41376 ?        Sl   Feb27   0:01 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5342  0.0  0.0 562684 42576 ?        Sl   Feb27   0:02 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5347  0.0  0.0 562684 42576 ?        Sl   Feb27   0:03 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5352  0.0  0.0 564732 44584 ?        Sl   Feb27   0:05 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5357  0.0  0.0 567160 47320 ?        Sl   Feb27   0:57 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5358  0.0  0.0 564732 44864 ?        Sl   Feb27   0:09 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5367  0.0  0.0 566648 46744 ?        Sl   Feb27   0:35 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
ericsson   5372  0.0  0.0 276340 29436 ?        S    Feb27   0:17 ./uwsgi --ini /opt/ericsson/encoding-live-ui-connector/etc/uwsgi.ini
root       5389  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/92:1H]
root       5390  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/3:1H]
root       5439  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/13:1H]
root       5440  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/74:1H]
root       5473  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/7:1H]
ericsson   5493  0.0  0.0 430756 31876 ?        Sl   Feb27   7:51 /opt/ericsson/automation-config/bin/python3 ./automation-config --conf /opt/ericsson/automation-config/etc/automation-config.ini --logging /opt/ericsson/automation-config/etc/logging.json
ericsson   5494  0.5  0.0 870696 79020 ?        Sl   Feb27 147:12 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5499  0.6  0.0 1094060 81016 ?       Sl   Feb27 159:46 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5504  1.1  0.0 1092572 80452 ?       Sl   Feb27 278:26 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5509  1.1  0.0 1092680 79996 ?       Sl   Feb27 273:52 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5514  1.1  0.0 1094284 81712 ?       Sl   Feb27 278:03 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5519  1.1  0.0 1096460 83824 ?       Sl   Feb27 271:59 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5524  1.0  0.0 1097332 84784 ?       Sl   Feb27 264:21 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5529  1.1  0.0 1095792 83472 ?       Sl   Feb27 274:47 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5536  1.1  0.0 1101604 89080 ?       Sl   Feb27 276:59 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
ericsson   5548  0.0  0.0 367152 62644 ?        S    Feb27   0:04 ./uwsgi --ini /opt/ericsson/unified-ui/etc/uwsgi.ini
rabbitmq   5635  0.0  0.0  50868  2676 ?        S    Feb27   0:37 /usr/lib64/erlang/erts-10.7.2.5/bin/epmd -daemon
root       5672  0.0  0.0      0     0 ?        S    Feb28   0:06 [kworker/48:0]
root       5862  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/49:1H]
rabbitmq   5928  0.0  0.0  11592   460 ?        Ss   Feb27   0:01 inet_gethost 4
rabbitmq   5931  0.0  0.0  43616  1268 ?        S    Feb27   0:06 inet_gethost 4
root       6186  0.0  0.0 110208   860 tty1     Ss+  Feb27   0:00 /sbin/agetty --noclear tty1 linux
root       6348  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/35:1H]
root       6357  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/14:1H]
root       6380  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/78:1H]
ericsson   6546  0.0  0.0 629132 90148 ?        Sl   Feb27  16:29 /opt/ericsson/unified-ui/bin/python3.7 /opt/ericsson/unified-ui/bin/celery -A envivio.unified.ui worker --logfile=/var/log/ericsson/unified-ui/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6556  0.1  0.0 857128 95020 ?        Sl   Feb27  41:06 /opt/ericsson/unified-ui/bin/python3.7 /opt/ericsson/unified-ui/bin/celery -A envivio.unified.ui worker --logfile=/var/log/ericsson/unified-ui/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6714  0.0  0.0 292976 45940 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6731  0.0  0.0 292980 45956 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6739  0.0  0.0 292984 45968 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6740  0.0  0.0 292988 45964 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6741  0.0  0.0 292992 45964 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6746  0.0  0.0 292996 45956 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6747  0.0  0.0 293000 45960 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   6748  0.0  0.0 293004 45968 ?        S    Feb27   0:00 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
root       9661  0.0  0.0      0     0 ?        S    Mar10   0:01 [kworker/82:0]
root       9986  0.0  0.0      0     0 ?        S    Mar08   0:04 [kworker/37:0]
root      10376  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/20:1H]
root      10385  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/90:1H]
root      10738  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/12:1H]
ericsson  11202  321  0.8 8785668 1577464 ?     Sl   Feb27 79088:20 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/b9b4c7e17da448ad918dc91469452a66.json -serverId standalone -serviceId b9b4c7e17da448ad918dc91469452a66 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  11363  298  0.6 8481152 1230984 ?     Sl   Feb27 73252:41 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/3522ab0eb856477eaf22a77d951ff840.json -serverId standalone -serviceId 3522ab0eb856477eaf22a77d951ff840 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  11727  348  1.0 9878652 2011388 ?     Sl   Feb27 85703:17 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/31c56fae4edc4240ae9ea687819e9792.json -serverId standalone -serviceId 31c56fae4edc4240ae9ea687819e9792 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  11918  363  1.0 10009724 2157296 ?    Sl   Feb27 89423:42 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/e9c9447699d94ad9a463e0b93d3e8f55.json -serverId standalone -serviceId e9c9447699d94ad9a463e0b93d3e8f55 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  12121  365  0.9 8603652 1908196 ?     Sl   Feb27 89857:37 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/a4d0285e3df84c3584d4f04a8da44332.json -serverId standalone -serviceId a4d0285e3df84c3584d4f04a8da44332 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  12289  362  1.0 9944220 2066732 ?     Sl   Feb27 89038:58 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/0697dee362af4ebdbef021d6d0ba5b41.json -serverId standalone -serviceId 0697dee362af4ebdbef021d6d0ba5b41 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  12486  368  1.0 9878684 1974420 ?     Sl   Feb27 90505:06 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/ab302d6e9b7f43d6b85d43e37e3e9b63.json -serverId standalone -serviceId ab302d6e9b7f43d6b85d43e37e3e9b63 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
root      12592  0.0  0.0      0     0 ?        S    Mar13   0:01 [kworker/15:0]
ericsson  12719  362  1.0 9878688 1969196 ?     Sl   Feb27 88987:03 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/e3b7eaa65360453990b000653c440869.json -serverId standalone -serviceId e3b7eaa65360453990b000653c440869 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  12896  361  1.0 9116072 1987952 ?     Sl   Feb27 88776:14 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/639990a0dd794986b0de2ac84b000083.json -serverId standalone -serviceId 639990a0dd794986b0de2ac84b000083 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  13060  355  0.8 8649560 1575104 ?     Sl   Feb27 87441:40 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/c64a23f195db44d6b98f23e87ca7ada1.json -serverId standalone -serviceId c64a23f195db44d6b98f23e87ca7ada1 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  13239  357  1.0 9878688 2020768 ?     Sl   Feb27 87942:12 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/283e342d3287461d800b3de7937bd685.json -serverId standalone -serviceId 283e342d3287461d800b3de7937bd685 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
root      13422  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/36:0]
ericsson  13429  338  0.9 9050536 1902696 ?     Sl   Feb27 83107:02 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/f2a68ac9b3ce4d6f8705f19aff45179b.json -serverId standalone -serviceId f2a68ac9b3ce4d6f8705f19aff45179b -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  13602  362  1.0 9247144 2092724 ?     Sl   Feb27 89149:26 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/2d773fd785ef4c189f022a7007a6f81e.json -serverId standalone -serviceId 2d773fd785ef4c189f022a7007a6f81e -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
ericsson  13788  334  1.0 9878684 1974944 ?     Sl   Feb27 82067:39 /opt/ericsson/encoding-live-worker/bin/liveTranscoder -file /var/opt/ericsson/encoding-live-worker/conf/392f304b1c4f4afaaafe617a6bd93368.json -serverId standalone -serviceId 392f304b1c4f4afaaafe617a6bd93368 -settings /opt/ericsson/encoding-live-worker/etc/liveTranscoder.json
root      13905  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/54:0]
root      13996  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/4:1H]
root      14294  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/51:1H]
root      14312  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/94:1H]
root      14371  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/16:1H]
root      14605  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/58:1H]
root      14850  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/9:1H]
root      14855  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/49:1]
root      15097  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/57:1H]
root      15115  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/22:1H]
root      15127  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/15:1H]
root      15225  0.0  0.0      0     0 ?        S    Mar13   0:00 [kworker/25:1]
root      15362  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/68:1H]
root      15624  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/48:1H]
root      15913  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/62:1H]
root      16135  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/54:1H]
root      16154  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/53:1H]
root      16397  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/59:1H]
root      16402  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/52:1H]
root      16658  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/76:1H]
root      16810  0.0  0.0      0     0 ?        S    Feb28   0:05 [kworker/75:2]
root      17412  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/28:1H]
root      17417  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/85:1H]
root      17661  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/91:1H]
root      17894  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/63:1H]
root      18401  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/64:1H]
root      18414  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/70:1H]
root      18611  0.0  0.0      0     0 ?        S    Mar06   0:04 [kworker/24:1]
root      19048  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/69:2]
root      20386  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/66:1H]
root      21150  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/65:1H]
root      22150  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/71:1H]
root      23661  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/12:1]
root      25014  0.0  0.0      0     0 ?        S    Mar05   0:03 [kworker/61:1]
root      26846  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/69:1H]
root      27695  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/61:1H]
root      29590  0.0  0.0      0     0 ?        S    Mar03   0:04 [kworker/49:2]
root      30182  0.0  0.0      0     0 ?        S    Mar11   0:02 [kworker/26:1]
root      31110  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/69:1]
root      33653  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/24:2]
root      33758  0.0  0.0      0     0 ?        S    Mar12   0:10 [kworker/27:1]
root      35139  0.0  0.0      0     0 ?        S    Feb29   0:04 [kworker/77:0]
root      36136  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/50:0]
root      37116  0.0  0.0      0     0 ?        S    Mar14   0:01 [kworker/u641:0]
root      42138  0.0  0.0      0     0 ?        S    Mar13   0:01 [kworker/30:1]
root      46163  0.0  0.0      0     0 ?        S    Mar14   0:00 [kworker/58:0]
root      46335  0.0  0.0      0     0 ?        S    00:01   0:00 [kworker/48:2]
root      47400  0.0  0.0      0     0 ?        S    Mar12   1:03 [kworker/13:1]
root      50971  0.0  0.0      0     0 ?        S    00:20   0:00 [kworker/66:0]
